Rank,Title,Best Quartile,Publisher,Core Collection
16786,Hudebni Veda,Q2,Czech Acad Sciences Press,Arts & Humanities Citation Index
16787,Ikon,Q2,,
16788,Internationales Archiv für Sozialgeschichte der Deutschen Literatur,Q2,,
16789,Jewish Film and New Media,Q2,,
16790,Journal of Early Modern Studies,Q2,Firenze Univ Press,Emerging Sources Citation Index
16791,Journal of the Royal Musical Association,Q2,Cambridge Univ Press,Arts & Humanities Citation Index
16792,Journal of Victorian Culture,Q2,Oxford Univ Press,Social Sciences Citation Index | Arts & Humanities Citation Index
16793,Literature and Medicine,Q2,Johns Hopkins Univ Press,Arts & Humanities Citation Index
16794,Parergon,Q2,Australian Nz Assoc Medieval Early Modern Studies,Arts & Humanities Citation Index
16795,Romanische Forschungen,Q2,Vittorio Klostermann Gmbh,Arts & Humanities Citation Index
16796,Anuario de Historia de la Iglesia,Q3,Univ Navarra,Arts & Humanities Citation Index
16797,Balkan Journal of Philosophy,Q3,Acad Publ House,Emerging Sources Citation Index
16798,Contemporary Pragmatism,Q3,Brill,Arts & Humanities Citation Index
16799,Estudios de Historia Moderna Contemporanea de Mexico,Q3,,
16800,Journal of Historical Research in Music Education,Q3,Sage Publications Inc,Emerging Sources Citation Index
16801,Medieval History Journal,Q3,Sage Publications Inc,Arts & Humanities Citation Index
16802,Music and Letters,Q3,,
16803,Reti Medievali Rivista,Q3,Firenze Univ Press,Arts & Humanities Citation Index
16804,Revista de Filosofia (Spain),Q3,,
16805,Linguistica Pragensia,Q3,Charles Univ Prague,Emerging Sources Citation Index
16806,Psycho-Oncologie,Q4,Lavoisier,Science Citation Index Expanded
16807,Boletin de Malariologia y Salud Ambiental,Q4,,
16808,eJournal of Tax Research,Q4,Univ New South Wales,Emerging Sources Citation Index
16809,Zeitschrift fur Evaluation,Q4,Waxmann Verlag Gmbh,Social Sciences Citation Index
16810,Psychologie du Travail et des Organisations,Q4,Elsevier Masson Sas Editeur,Emerging Sources Citation Index
16811,Fourrages,Q4,Assoc Francaise Production Fourragere,Science Citation Index Expanded
16812,Revista de la Facultad de Agronomia,Q4,,
16813,Journal of Private International Law,Q4,Routledge Journals,Emerging Sources Citation Index
16814,University of Bologna Law Review,Q4,Univ Studi Bologna,Emerging Sources Citation Index
16815,Acta Pediatrica de Mexico,Q4,Inst Nac Pediatria,Emerging Sources Citation Index
16816,Journal fur Asthetische Chirurgie,Q4,,
16817,Journal of Pediatric Neurology,Q4,Georg Thieme Verlag Kg,Emerging Sources Citation Index
16818,Srpski Arhiv Za Celokupno Lekarstvo,Q4,Srpsko Lekarsko Drustvo,Science Citation Index Expanded
16819,Turkish Journal of Endocrinology and Metabolism,Q4,Aves,Emerging Sources Citation Index
16820,Dickensian,Q2,Dickens Fellowship,Arts & Humanities Citation Index
16821,JNT-Journal of Narrative Theory,Q2,Eastern Michigan Univ,Arts & Humanities Citation Index
16822,Journal Asiatique,Q2,Peeters,Arts & Humanities Citation Index
16823,Journal of Contemporary Drama in English,Q2,Walter De Gruyter Gmbh,Emerging Sources Citation Index
16824,Melanges de la Casa de Velazquez,Q2,Casa Velazquez,Arts & Humanities Citation Index
16825,New England Quarterly-A Historical Review of New England Life and Letters,Q2,Mit Press,Arts & Humanities Citation Index
16826,Scandinavian Journal of the Old Testament,Q2,Routledge Journals,Arts & Humanities Citation Index
16827,African Economic History,Q3,Univ Wisconsin Madison,Arts & Humanities Citation Index
16828,Canadian Journal of History,Q3,,
16829,Con-textos Kantianos,Q3,,
16830,Eire-Ireland; a journal of Irish studies,Q3,,
16831,Filosofia Unisinos,Q3,Univ Do Vale Do Rio Dos Sinos,Arts & Humanities Citation Index
16832,Frontiers of Philosophy in China,Q3,Higher Education Press,Emerging Sources Citation Index
16833,Northern History,Q3,Routledge Journals,Social Sciences Citation Index | Arts & Humanities Citation Index
16834,Tempo (Brazil),Q3,,
16835,Estudos de Linguistica Galega,Q3,Univ Santiago Compostela,Emerging Sources Citation Index
16836,Journal de la Societe des Americanistes,Q3,Univ Paris X Paris-Nanterre,Emerging Sources Citation Index
16837,Sprachwissenschaft,Q3,Universitatsverlag C Winter Heidelberg Gmbh,Arts & Humanities Citation Index
16838,Verba,Q3,,
16839,Asian Biotechnology and Development Review,Q4,Research & Information System Non-Aligned & Other Developing Countries,Emerging Sources Citation Index
16840,Turk Psikoloji Dergisi,Q4,Turkish Psychologists Assoc,Social Sciences Citation Index
16841,Voprosy Psikhologii,Q4,Mezhdunarodnaya Kniga,Social Sciences Citation Index
16842,Theoretical Biology Forum,Q4,Fabrizio Serra Editore,Science Citation Index Expanded
16843,African Journal of International and Comparative Law,Q4,Edinburgh Univ Press,Emerging Sources Citation Index
16844,Radical Teacher,Q4,Univ Pittsburgh,Emerging Sources Citation Index
16845,Security and Human Rights,Q4,Netherlands Helsinki Committee,Emerging Sources Citation Index
16846,Bulletin de l'Academie Nationale de Medecine,Q4,,
16847,Gesundheitsokonomie und Qualitatsmanagement,Q4,,
16848,Zeitschrift fur Epileptologie,Q4,,
16849,Ceska Literatura,Q2,Czech Acad Sciences,Arts & Humanities Citation Index
16850,J19,Q2,,
16851,Journal of Italian Cinema and Media Studies,Q2,Intellect Ltd,Emerging Sources Citation Index
16852,Journal of Popular Culture,Q2,Wiley,Social Sciences Citation Index | Arts & Humanities Citation Index
16853,Nineteenth-Century Contexts,Q2,,
16854,Nka,Q2,,
16855,Novum Testamentum,Q2,Brill,Arts & Humanities Citation Index
16856,Transnational Screens,Q2,Taylor & Francis Ltd,Emerging Sources Citation Index
16857,Ecumenical Review,Q3,Wiley,Arts & Humanities Citation Index
16858,Ethical Perspectives,Q3,Peeters,Social Sciences Citation Index | Arts & Humanities Citation Index
16859,Historia Social,Q3,Univ Nacl Educacion Distancia-Uned,Emerging Sources Citation Index
16860,Journal of Family History,Q3,Sage Publications Inc,Social Sciences Citation Index
16861,Metropolitan Museum Journal,Q3,Univ Chicago Press,Arts & Humanities Citation Index
16862,Mundo Agrario,Q3,Univ Nacl La Plata,Emerging Sources Citation Index
16863,Museums and Social Issues,Q3,,
16864,Perspectiva Teologica,Q3,Centro Estudos Superiores Companhia Jesus,Emerging Sources Citation Index
16865,Tuna,Q3,,
16866,Versus,Q3,,
16867,Vinculos de Historia,Q3,Univ Castilla-Mancha,Emerging Sources Citation Index
16868,Korean Language in America,Q3,Penn State Univ Press,Emerging Sources Citation Index
16869,Voprosy Leksikografii,Q3,,
16870,Bunseki Kagaku,Q4,Japan Soc Analytical Chemistry,Science Citation Index Expanded
16871,Optica Pura y Aplicada,Q4,Soc Espanola Optica,Emerging Sources Citation Index
16872,Philippine Agricultural Scientist,Q4,Univ Philippines Los Banos,Science Citation Index Expanded
16873,Technology Review,Q4,,
16874,Acta Facultatis Medicae Naissensis,Q4,Univ Nis,Emerging Sources Citation Index
16875,African American Review,Q2,African Amer Review,Arts & Humanities Citation Index
16876,ARQ,Q2,Pontificia Univ Catolica Chile,Arts & Humanities Citation Index
16877,Baltic Journal of Art History,Q2,Univ Tartu Press,Emerging Sources Citation Index
16878,Chasqui,Q2,,
16879,Classical Journal,Q2,Classical Assoc Middle West South,Arts & Humanities Citation Index
16880,MELUS,Q2,Oxford Univ Press Inc,Arts & Humanities Citation Index
16881,Ars et Humanitas,Q3,,
16882,Boletin Americanista,Q3,Univ Barcelona,Emerging Sources Citation Index
16883,Civil War History,Q3,Kent State Univ Press,Arts & Humanities Citation Index
16884,Cultural History,Q3,Edinburgh Univ Press,Emerging Sources Citation Index
16885,Journal of Persianate Studies,Q3,Brill,Emerging Sources Citation Index
16886,Journal of the Royal Asiatic Society,Q3,Cambridge Univ Press,Arts & Humanities Citation Index
16887,Quest. Issues in Contemporary Jewish History,Q3,,
16888,Wacana,Q3,,
16889,Archiv fur Lebensmittelhygiene,Q4,,
16890,Journal of Pharmacology and Pharmacotherapeutics,Q4,,
16891,Atelie Geografico,Q4,Univ Fed Goias,Emerging Sources Citation Index
16892,Sante Mentale au Quebec,Q4,Revue Sante Mentale Quebec,Emerging Sources Citation Index
16893,Age of Human Rights Journal,Q4,Univ Jaen,Emerging Sources Citation Index
16894,Journal of East Asia and International Law,Q4,Yijun Inst Int Law,Emerging Sources Citation Index
16895,Policy and Practice,Q4,,
16896,Gynakologische Endokrinologie,Q4,Springer Heidelberg,Emerging Sources Citation Index
16897,Iranian Heart Journal,Q4,Iranian Heart Assoc,Emerging Sources Citation Index
16898,Journal of Christian nursing : a quarterly publication of Nurses Christian Fellowship,Q4,,
16899,"Revista de Nefrologia, Dialisis y Trasplante",Q4,,
16900,English Academy Review,Q2,,
16901,Exemplaria Classica,Q2,Univ Huelva,Emerging Sources Citation Index
16902,Journal of Dance and Somatic Practices,Q2,,
16903,Journal of English and Germanic Philology,Q2,Univ Illinois Press,Arts & Humanities Citation Index
16904,Journal of Islamic Manuscripts,Q2,Brill,Emerging Sources Citation Index
16905,Journal of Romance Studies,Q2,Liverpool Univ Press,Emerging Sources Citation Index
16906,Narrative Culture,Q2,Wayne State Univ Press,Emerging Sources Citation Index
16907,"Revista Proyecto, Progreso, Arquitectura",Q2,,
16908,Rita Revista Indexada de Textos Academicos,Q2,,
16909,Slavia Meridionalis,Q2,Polish Acad Sciences,Emerging Sources Citation Index
16910,Zeitschrift fur Antikes Christentum,Q2,,
16911,Anos 90,Q3,Univ Federal Rio Grande Sul,Emerging Sources Citation Index
16912,Atenea,Q3,Univ Concepcion,Arts & Humanities Citation Index
16913,Australasian Review of African Studies,Q3,African Studies Assoc Australasia & Pacific,Emerging Sources Citation Index
16914,Bach,Q3,Riemenschneider Bach Inst,Arts & Humanities Citation Index
16915,Bulletin of the School of Oriental and African Studies,Q3,,
16916,Cosmos and History,Q3,,
16917,Historische Zeitschrift,Q3,Walter De Gruyter Gmbh,Arts & Humanities Citation Index
16918,Journal of the Musical Arts in Africa,Q3,Routledge Journals,Arts & Humanities Citation Index
16919,Museum Anthropology,Q3,Wiley,Emerging Sources Citation Index
16920,Nineteenth-Century Music Review,Q3,Cambridge Univ Press,Arts & Humanities Citation Index
16921,Thomist,Q3,Thomist Press,Arts & Humanities Citation Index
16922,Vierteljahrshefte fur Zeitgeschichte,Q3,Walter De Gruyter Gmbh,Arts & Humanities Citation Index
16923,Panacea,Q3,,
16924,Magyar Allatorvosok Lapja,Q4,Mezogazda Kiado Kft,Science Citation Index Expanded
16925,Zuchtungskunde,Q4,,
16926,Journal of Investment Strategies,Q4,Incisive Media,Emerging Sources Citation Index
16927,Journal of the Australasian Tax Teachers Association,Q4,Australasian Tax Teachers Assoc,Emerging Sources Citation Index
16928,"Travail, Genre et Societes",Q4,,
16929,NTUT Journal of Intellectual Property Law and Management,Q4,Natl Taipei Univ Technology,Emerging Sources Citation Index
16930,Journal of Engineering Technology,Q4,Amer Soc Engineering Education,Science Citation Index Expanded
16931,Revista UNISCI,Q4,Univ Complutense Madrid,Emerging Sources Citation Index
16932,Scire,Q4,,
16933,Aktuelle Dermatologie,Q4,Georg Thieme Verlag Kg,Emerging Sources Citation Index
16934,Journal of the Liaquat University of Medical and Health Sciences,Q4,Liaquat Univ Medical & Health Sciences - Lumhs,Emerging Sources Citation Index
16935,Early Popular Visual Culture,Q2,Routledge Journals,Arts & Humanities Citation Index
16936,"Germanic Review, The",Q2,,
16937,Victoriographies,Q2,,
16938,Western American Literature,Q2,Utah State Univ,Arts & Humanities Citation Index
16939,Cultura. International Journal of Philosophy of Culture and Axiology,Q3,,
16940,Fieldwork in Religion,Q3,Equinox Publishing Ltd,Emerging Sources Citation Index
16941,"Greek, Roman and Byzantine Studies",Q3,,
16942,Journal of Aesthetics and Phenomenology,Q3,Routledge Journals,Emerging Sources Citation Index
16943,New Global Studies,Q3,Walter De Gruyter Gmbh,Emerging Sources Citation Index
16944,Caplletra,Q3,Publ Abadia Montserrat,Emerging Sources Citation Index
16945,Hawwa,Q3,Brill,Emerging Sources Citation Index
16946,Romani Studies,Q3,Liverpool Univ Press,Social Sciences Citation Index | Arts & Humanities Citation Index
16947,Revista Critica de Ciencias Sociais,Q4,Centro Estudos Sociais,Emerging Sources Citation Index
16948,British Journal for the History of Mathematics,Q4,Taylor & Francis Ltd,Emerging Sources Citation Index
16949,Jaen Journal on Approximation,Q4,Univ Jaen,Emerging Sources Citation Index
16950,AMHA - Acta Medico-Historica Adriatica,Q4,,
16951,Angiologia,Q4,Aran Ediciones,Emerging Sources Citation Index
16952,Current Allergy and Clinical Immunology,Q4,,
16953,International Surgery,Q4,Int College Of Surgeons,Science Citation Index Expanded
16954,Contemporary Women's Writing,Q2,,
16955,European Journal of American Studies,Q2,European Assoc Amer Studies,Emerging Sources Citation Index
16956,SCRIPTA,Q2,,
16957,Theleme,Q2,,
16958,Alpha,Q3,,
16959,Architektura a Urbanizmus,Q3,,
16960,Biblical Interpretation,Q3,,
16961,Bilig,Q3,Ahmet Yesevi Univ,Social Sciences Citation Index
16962,Edad Media,Q3,,
16963,Ideas y Valores,Q3,Univ Nac Colombia,Arts & Humanities Citation Index
16964,Journal of Africana Religions,Q3,Penn State Univ Press,Emerging Sources Citation Index
16965,Journal of Early American History,Q3,Brill,Emerging Sources Citation Index
16966,Journal of Korean Religions,Q3,Inst Study Religion,Arts & Humanities Citation Index
16967,Journal of Latin American Cultural Studies,Q3,Routledge Journals,Social Sciences Citation Index | Arts & Humanities Citation Index
16968,Journal of Medieval History,Q3,Routledge Journals,Arts & Humanities Citation Index
16969,Journal of Musicological Research,Q3,Taylor & Francis Ltd,Arts & Humanities Citation Index
16970,Neue Zeitschrift fur Systematische Theologie und Religionsphilosophie,Q3,Walter De Gruyter Gmbh,Arts & Humanities Citation Index
16971,Oriens,Q3,Brill,Arts & Humanities Citation Index
16972,Preternature,Q3,,
16973,Review of Central and East European Law,Q3,Martinus Nijhoff Publ,Social Sciences Citation Index
16974,Studia Neoaristotelica,Q3,,
16975,Torres de Lucca,Q3,,
16976,Zeitschrift fur Philosophische Forschung,Q3,Vittorio Klostermann Gmbh,Arts & Humanities Citation Index
16977,Journal of Cognitive Science,Q3,Seoul Natl Univ,Emerging Sources Citation Index
16978,Dental Cadmos,Q4,Edizioni Edra,Emerging Sources Citation Index
16979,International Journal of Applied Research in Veterinary Medicine,Q4,,
16980,Imago Mundi,Q4,,
16981,Revista Cubana de Fisica,Q4,Ediciones Cubanas,Emerging Sources Citation Index
16982,"International Journal of Powder Metallurgy (Princeton, New Jersey)",Q4,,
16983,Asian Journal of Management Cases,Q4,Sage Publications India Pvt Ltd,Emerging Sources Citation Index
16984,Journal for Geometry and Graphics,Q4,Heldermann Verlag,Emerging Sources Citation Index
16985,Annals of Science,Q4,Taylor & Francis Ltd,Science Citation Index Expanded | Social Sciences Citation Index | Arts & Humanities Citation Index
16986,American Journalism,Q4,Routledge Journals,Emerging Sources Citation Index
16987,Bali Medical Journal,Q4,Univ Udayana,Emerging Sources Citation Index
16988,Current Respiratory Medicine Reviews,Q4,Bentham Science Publ Ltd,Emerging Sources Citation Index
16989,Journal of Critical and Intensive Care,Q4,,
16990,Physician Assistant Clinics,Q4,Elsevier Inc,Emerging Sources Citation Index
16991,Cambridge Journal of Postcolonial Literary Inquiry,Q2,Cambridge Univ Press,Arts & Humanities Citation Index
16992,Comitatus,Q2,,
16993,Current Writing,Q2,,
16994,European Journal of Jewish Studies,Q2,Brill,Arts & Humanities Citation Index
16995,German Life and Letters,Q2,Wiley,Arts & Humanities Citation Index
16996,Journal of British and Irish Innovative Poetry,Q2,Open Library Of Humanities,Emerging Sources Citation Index
16997,Libri et Liberi,Q2,,
16998,Luso-Brazilian Review,Q2,Univ Wisconsin Press,Arts & Humanities Citation Index
16999,Ramus,Q2,,
17000,Scriblerian and the Kit-Cats,Q2,New York Univ,Arts & Humanities Citation Index
17001,Wenshan Review of Literature and Culture,Q2,Natl Chengchi Univ,Emerging Sources Citation Index
17002,Journal of Print and Media Technology Research,Q3,Int Assoc Research Organizations Inform,Emerging Sources Citation Index
17003,American Music,Q3,Univ Illinois Press,Arts & Humanities Citation Index
17004,Americas,Q3,Cambridge Univ Press,Social Sciences Citation Index | Arts & Humanities Citation Index
17005,Atalante,Q3,,
17006,Boletin de Arte,Q3,Univ Nac Plata,Emerging Sources Citation Index
17007,Eighteenth-Century Music,Q3,Cambridge Univ Press,Arts & Humanities Citation Index
17008,"Espacio, Tiempo y Educacion",Q3,,
17009,Film International,Q3,Intellect Ltd,Emerging Sources Citation Index
17010,Journal for the Study of the Historical Jesus,Q3,Brill,Arts & Humanities Citation Index
17011,Journal of Astronomical History and Heritage,Q3,Natl Astronomical Research Inst Thailand,Emerging Sources Citation Index
17012,Journal of Pacific History,Q3,Routledge Journals,Arts & Humanities Citation Index
17013,Journal of Presbyterian History,Q3,Presbyterian Historical Soc,Arts & Humanities Citation Index
